student_code,semester_1,semester_2,semester_3,semester_3_status,semester_3_count,semester_1_attendance_rate,semester_1_average_score,semester_2_attendance_rate,semester_2_average_score,semester_3_attendance_rate,semester_3_average_score
PH21720,"{'SKI': {'attendance_rate': Decimal('100.00000'), 'average_score': Decimal('8.4'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'SKI101'}, 'COM': {'attendance_rate': Decimal('100.00000'), 'average_score': Decimal('9.8'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'COM108'}, 'COM2': {'attendance_rate': Decimal('42.85714'), 'average_score': Decimal('10.0'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'COM107'}, 'MUL': {'attendance_rate': Decimal('100.00000'), 'average_score': Decimal('9.9'), 'learnt_times': 1, 'passed': True, 'number_of_credit': 3, 'full_subject_code': 'COM101'}, 'ENT': {'attendance_rate': Decimal('34.61538'), 'average_score': Decimal('9.2'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'ENT111'}}","{'MOB': {'attendance_rate': Decimal('88.23529'), 'average_score': Decimal('9.1'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'MOB101'}, 'COM3': {'attendance_rate': Decimal('100.00000'), 'average_score': Decimal('9.9'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'COM201'}, 'WEB': {'attendance_rate': Decimal('100.00000'), 'average_score': Decimal('9.4'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'WEB104'}, 'ENT2': {'attendance_rate': Decimal('30.76923'), 'average_score': Decimal('8.2'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'ENT121'}, 'WEB2': {'attendance_rate': Decimal('100.00000'), 'average_score': Decimal('9.0'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'WEB101'}}","{'COM4': {'attendance_rate': Decimal('100.00000'), 'average_score': Decimal('8.3'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'COM203'}, 'SOF': {'attendance_rate': Decimal('100.00000'), 'average_score': Decimal('9.0'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'SOF203'}, 'MOB2': {'attendance_rate': Decimal('100.00000'), 'average_score': Decimal('8.3'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'MOB104'}, 'MOB3': {'attendance_rate': Decimal('94.11765'), 'average_score': Decimal('8.9'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'MOB102'}, 'ENT3': {'attendance_rate': Decimal('26.92308'), 'average_score': Decimal('8.1'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'ENT211'}}",HDI,1,71.91011,9.46,78.72340,9.12,78.72340,8.52
PH21715,"{'SKI': {'attendance_rate': Decimal('93.75000'), 'average_score': Decimal('8.1'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'SKI101'}, 'COM': {'attendance_rate': Decimal('100.00000'), 'average_score': Decimal('7.3'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'COM108'}, 'COM2': {'attendance_rate': Decimal('42.85714'), 'average_score': Decimal('9.1'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'COM107'}, 'ENT': {'attendance_rate': Decimal('34.61538'), 'average_score': Decimal('9.7'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'ENT111'}, 'MUL': {'attendance_rate': Decimal('100.00000'), 'average_score': Decimal('9.7'), 'learnt_times': 1, 'passed': True, 'number_of_credit': 3, 'full_subject_code': 'COM101'}}","{'NET': {'attendance_rate': Decimal('100.00000'), 'average_score': Decimal('8.0'), 'learnt_times': 1, 'passed': True, 'number_of_credit': 3, 'full_subject_code': 'MOB101'}, 'WEB': {'attendance_rate': Decimal('100.00000'), 'average_score': Decimal('8.6'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'WEB101'}, 'COM3': {'attendance_rate': Decimal('100.00000'), 'average_score': Decimal('8.8'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'COM201'}, 'WEB2': {'attendance_rate': Decimal('88.23529'), 'average_score': Decimal('8.3'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'WEB104'}, 'ENT2': {'attendance_rate': Decimal('30.76923'), 'average_score': Decimal('7.8'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'ENT121'}}","{'WEB3': {'attendance_rate': Decimal('88.23529'), 'average_score': Decimal('7.6'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'WEB202'}, 'WEB4': {'attendance_rate': Decimal('100.00000'), 'average_score': Decimal('7.2'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'WEB201'}, 'WEB5': {'attendance_rate': Decimal('100.00000'), 'average_score': Decimal('7.9'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'WEB205'}, 'WEB6': {'attendance_rate': Decimal('42.85714'), 'average_score': Decimal('6.9'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'WEB302'}, 'ENT3': {'attendance_rate': Decimal('26.92308'), 'average_score': Decimal('7.3'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 2, 'full_subject_code': 'ENT211'}}",HDI,1,70.78652,8.78,78.72340,8.3,67.77778,7.38
PH21712,"{'SKI': {'attendance_rate': Decimal('100.00000'), 'average_score': Decimal('8.2'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'SKI101'}, 'COM': {'attendance_rate': Decimal('100.00000'), 'average_score': Decimal('7.4'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'COM108'}, 'COM2': {'attendance_rate': Decimal('42.85714'), 'average_score': Decimal('10.0'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'COM107'}, 'ENT': {'attendance_rate': Decimal('34.61538'), 'average_score': Decimal('9.2'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'ENT111'}, 'MUL': {'attendance_rate': Decimal('100.00000'), 'average_score': Decimal('9.5'), 'learnt_times': 1, 'passed': True, 'number_of_credit': 3, 'full_subject_code': 'COM101'}}","{'NET': {'attendance_rate': Decimal('100.00000'), 'average_score': Decimal('6.3'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'NET101'}, 'WEB': {'attendance_rate': Decimal('100.00000'), 'average_score': Decimal('8.7'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'WEB101'}, 'COM3': {'attendance_rate': Decimal('94.11765'), 'average_score': Decimal('9.6'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'COM201'}, 'WEB2': {'attendance_rate': Decimal('100.00000'), 'average_score': Decimal('8.5'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'WEB104'}, 'ENT2': {'attendance_rate': Decimal('26.92308'), 'average_score': Decimal('7.3'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'ENT121'}}","{'WEB3': {'attendance_rate': Decimal('82.35294'), 'average_score': Decimal('7.9'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'WEB202'}, 'WEB4': {'attendance_rate': Decimal('94.11765'), 'average_score': Decimal('6.6'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'WEB201'}, 'WEB5': {'attendance_rate': Decimal('87.50000'), 'average_score': Decimal('7.9'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'WEB205'}, 'WEB6': {'attendance_rate': Decimal('42.85714'), 'average_score': Decimal('7.5'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'WEB302'}, 'ENT3': {'attendance_rate': Decimal('23.07692'), 'average_score': Decimal('7.8'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'ENT211'}}",HDI,1,71.91011,8.86,78.72340,8.08,62.22222,7.54
PH21709,"{'SKI': {'attendance_rate': Decimal('93.75000'), 'average_score': Decimal('8.2'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'SKI101'}, 'COM': {'attendance_rate': Decimal('100.00000'), 'average_score': Decimal('7.8'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'COM108'}, 'COM2': {'attendance_rate': Decimal('42.85714'), 'average_score': Decimal('7.1'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'COM107'}, 'MUL': {'attendance_rate': Decimal('100.00000'), 'average_score': Decimal('8.5'), 'learnt_times': 1, 'passed': True, 'number_of_credit': 3, 'full_subject_code': 'COM101'}, 'ENT': {'attendance_rate': Decimal('34.61538'), 'average_score': Decimal('9.5'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'ENT111'}}","{'WEB': {'attendance_rate': Decimal('88.23529'), 'average_score': Decimal('8.5'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'WEB101'}, 'MOB': {'attendance_rate': Decimal('94.11765'), 'average_score': Decimal('4.7'), 'passed': False, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'MOB101'}, 'COM3': {'attendance_rate': Decimal('88.23529'), 'average_score': Decimal('7.2'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'COM201'}, 'WEB2': {'attendance_rate': Decimal('82.35294'), 'average_score': Decimal('6.5'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'WEB104'}, 'ENT2': {'attendance_rate': Decimal('30.76923'), 'average_score': Decimal('7.4'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'ENT121'}}","{'MOB2': {'attendance_rate': Decimal('64.70588'), 'average_score': Decimal('3.6'), 'passed': False, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'MOB103'}, 'MOB3': {'attendance_rate': None, 'average_score': None, 'learnt_times': None, 'passed': False, 'full_subject_code': 'WEB206'}, 'MOB4': {'attendance_rate': Decimal('64.70588'), 'average_score': Decimal('4.2'), 'passed': False, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'MOB102'}, 'WEB3': {'attendance_rate': Decimal('0.00000'), 'average_score': Decimal('0.0'), 'passed': False, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'WEB302'}, 'ENT3': {'attendance_rate': Decimal('23.07692'), 'average_score': Decimal('7.0'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'ENT211'}}",TN1,2,70.78652,8.22,72.34043,6.86,37.83784,3.7
PH21704,"{'SKI': {'attendance_rate': Decimal('100.00000'), 'average_score': Decimal('8.1'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'SKI101'}, 'COM': {'attendance_rate': Decimal('100.00000'), 'average_score': Decimal('8.7'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'COM108'}, 'COM2': {'attendance_rate': Decimal('42.85714'), 'average_score': Decimal('8.5'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'COM107'}, 'MUL': {'attendance_rate': Decimal('94.11765'), 'average_score': Decimal('7.9'), 'learnt_times': 1, 'passed': True, 'number_of_credit': 3, 'full_subject_code': 'COM101'}, 'ENT': {'attendance_rate': Decimal('30.76923'), 'average_score': Decimal('8.1'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'ENT111'}}","{'MOB': {'attendance_rate': Decimal('88.23529'), 'average_score': Decimal('6.6'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'MOB101'}, 'COM3': {'attendance_rate': Decimal('82.35294'), 'average_score': Decimal('7.8'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'COM201'}, 'WEB': {'attendance_rate': Decimal('82.35294'), 'average_score': Decimal('7.2'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'WEB104'}, 'ENT2': {'attendance_rate': Decimal('42.30769'), 'average_score': Decimal('5.0'), 'passed': False, 'number_of_credit': 3, 'learnt_times': 2, 'full_subject_code': 'ENT121'}, 'WEB2': {'attendance_rate': Decimal('88.23529'), 'average_score': Decimal('7.7'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'WEB101'}}","{'COM4': {'attendance_rate': Decimal('82.35294'), 'average_score': Decimal('8.0'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'COM203'}, 'SOF': {'attendance_rate': Decimal('82.35294'), 'average_score': Decimal('7.9'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'SOF203'}, 'MOB2': {'attendance_rate': Decimal('94.11765'), 'average_score': Decimal('7.5'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'MOB104'}, 'MOB3': {'attendance_rate': Decimal('82.35294'), 'average_score': Decimal('8.0'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'MOB102'}, 'ENT3': {'attendance_rate': None, 'average_score': None, 'learnt_times': None, 'passed': False, 'full_subject_code': 'ENT211'}}",HDI,1,69.66292,8.26,73.40426,6.86,85.29412,7.85
PH21703,"{'SKI': {'attendance_rate': Decimal('100.00000'), 'average_score': Decimal('6.3'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'SKI101'}, 'COM': {'attendance_rate': Decimal('100.00000'), 'average_score': Decimal('7.7'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'COM108'}, 'COM2': {'attendance_rate': Decimal('42.85714'), 'average_score': Decimal('6.4'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'COM107'}, 'MUL': {'attendance_rate': Decimal('100.00000'), 'average_score': Decimal('8.4'), 'learnt_times': 1, 'passed': True, 'number_of_credit': 3, 'full_subject_code': 'COM101'}, 'ENT': {'attendance_rate': Decimal('34.61538'), 'average_score': Decimal('7.8'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'ENT111'}}","{'WEB': {'attendance_rate': Decimal('100.00000'), 'average_score': Decimal('8.4'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'WEB101'}, 'MOB': {'attendance_rate': Decimal('100.00000'), 'average_score': Decimal('4.9'), 'passed': False, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'MOB101'}, 'COM3': {'attendance_rate': Decimal('100.00000'), 'average_score': Decimal('7.0'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'COM201'}, 'WEB2': {'attendance_rate': Decimal('94.11765'), 'average_score': Decimal('5.8'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'WEB104'}, 'ENT2': {'attendance_rate': Decimal('30.76923'), 'average_score': Decimal('6.7'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'ENT121'}}","{'MOB2': {'attendance_rate': Decimal('58.82353'), 'average_score': Decimal('0.5'), 'passed': False, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'MOB103'}, 'MOB3': {'attendance_rate': Decimal('0.00000'), 'average_score': Decimal('0.0'), 'passed': False, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'MOB202'}, 'MOB4': {'attendance_rate': Decimal('70.58824'), 'average_score': Decimal('3.4'), 'passed': False, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'MOB102'}, 'WEB3': {'attendance_rate': Decimal('7.14286'), 'average_score': Decimal('0.0'), 'passed': False, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'WEB302'}, 'ENT3': {'attendance_rate': Decimal('26.92308'), 'average_score': Decimal('6.6'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'ENT211'}}",THO,2,71.91011,7.32,79.78723,6.56,32.96703,2.1
PH21700,"{'SKI': {'attendance_rate': Decimal('100.00000'), 'average_score': Decimal('8.2'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'SKI101'}, 'COM': {'attendance_rate': Decimal('87.50000'), 'average_score': Decimal('8.8'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'COM108'}, 'COM2': {'attendance_rate': Decimal('42.85714'), 'average_score': Decimal('9.2'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'COM107'}, 'ENT': {'attendance_rate': Decimal('30.76923'), 'average_score': Decimal('9.4'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'ENT111'}, 'MUL': {'attendance_rate': Decimal('100.00000'), 'average_score': Decimal('9.7'), 'learnt_times': 1, 'passed': True, 'number_of_credit': 3, 'full_subject_code': 'COM101'}}","{'NET': {'attendance_rate': Decimal('94.11765'), 'average_score': Decimal('5.2'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'NET101'}, 'WEB': {'attendance_rate': Decimal('82.35294'), 'average_score': Decimal('9.2'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'WEB101'}, 'COM3': {'attendance_rate': Decimal('100.00000'), 'average_score': Decimal('8.6'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'COM201'}, 'WEB2': {'attendance_rate': Decimal('94.11765'), 'average_score': Decimal('8.3'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'WEB104'}, 'ENT2': {'attendance_rate': Decimal('34.61538'), 'average_score': Decimal('8.5'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'ENT121'}}","{'COM4': {'attendance_rate': Decimal('88.23529'), 'average_score': Decimal('6.8'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'COM203'}, 'MOB': {'attendance_rate': Decimal('94.11765'), 'average_score': Decimal('9.1'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'MOB104'}, 'NET2': {'attendance_rate': Decimal('58.82353'), 'average_score': Decimal('0.0'), 'passed': False, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'NET103'}, 'ENT3': {'attendance_rate': Decimal('23.07692'), 'average_score': Decimal('6.4'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'ENT211'}, 'NET3': {'attendance_rate': Decimal('76.47059'), 'average_score': Decimal('8.6'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'NET102'}}",THO,2,68.53933,9.06,76.59574,7.96,63.82979,6.18
PH21697,"{'SKI': {'attendance_rate': Decimal('81.25000'), 'average_score': Decimal('5.8'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'SKI101'}, 'COM': {'attendance_rate': Decimal('87.50000'), 'average_score': Decimal('6.1'), 'passed': False, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'COM108'}, 'COM2': {'attendance_rate': Decimal('42.85714'), 'average_score': Decimal('5.9'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'COM107'}, 'MUL': {'attendance_rate': Decimal('100.00000'), 'average_score': Decimal('8.0'), 'learnt_times': 1, 'passed': True, 'number_of_credit': 3, 'full_subject_code': 'COM101'}, 'ENT': {'attendance_rate': Decimal('26.92308'), 'average_score': Decimal('6.1'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'ENT111'}}","{'WEB': {'attendance_rate': Decimal('82.35294'), 'average_score': Decimal('6.8'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'WEB101'}, 'MOB': {'attendance_rate': Decimal('94.11765'), 'average_score': Decimal('3.2'), 'passed': False, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'MOB101'}, 'COM3': {'attendance_rate': Decimal('82.35294'), 'average_score': Decimal('6.7'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'COM201'}, 'WEB2': {'attendance_rate': Decimal('100.00000'), 'average_score': Decimal('4.3'), 'passed': False, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'WEB104'}, 'ENT2': {'attendance_rate': Decimal('26.92308'), 'average_score': Decimal('5.6'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'ENT121'}}","{'MOB2': {'attendance_rate': Decimal('76.47059'), 'average_score': Decimal('0.8'), 'passed': False, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'MOB103'}, 'MOB3': {'attendance_rate': Decimal('76.47059'), 'average_score': Decimal('3.7'), 'passed': False, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'MOB202'}, 'MOB4': {'attendance_rate': Decimal('94.11765'), 'average_score': Decimal('2.2'), 'passed': False, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'MOB102'}, 'WEB3': {'attendance_rate': Decimal('14.28571'), 'average_score': Decimal('0.0'), 'passed': False, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'WEB302'}, 'ENT3': {'attendance_rate': None, 'average_score': None, 'learnt_times': None, 'passed': False, 'full_subject_code': 'ENT211'}}",HDI,1,64.04494,6.38,72.34043,5.32,67.69231,1.675
PH21685,"{'SKI': {'attendance_rate': Decimal('100.00000'), 'average_score': Decimal('7.7'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'SKI101'}, 'COM': {'attendance_rate': Decimal('93.75000'), 'average_score': Decimal('6.9'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'COM108'}, 'COM2': {'attendance_rate': Decimal('42.85714'), 'average_score': Decimal('8.3'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'COM107'}, 'MUL': {'attendance_rate': Decimal('100.00000'), 'average_score': Decimal('8.5'), 'learnt_times': 1, 'passed': True, 'number_of_credit': 3, 'full_subject_code': 'COM101'}, 'ENT': {'attendance_rate': Decimal('34.61538'), 'average_score': Decimal('6.7'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'ENT111'}}","{'WEB': {'attendance_rate': Decimal('100.00000'), 'average_score': Decimal('6.9'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'WEB101'}, 'MOB': {'attendance_rate': Decimal('64.70588'), 'average_score': Decimal('0.0'), 'passed': False, 'number_of_credit': 3, 'learnt_times': 2, 'full_subject_code': 'MOB101'}, 'COM3': {'attendance_rate': Decimal('94.11765'), 'average_score': Decimal('5.8'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'COM201'}, 'WEB2': {'attendance_rate': Decimal('76.47059'), 'average_score': Decimal('3.0'), 'passed': False, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'WEB104'}, 'ENT2': {'attendance_rate': Decimal('26.92308'), 'average_score': Decimal('9.2'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'ENT121'}}","{'MOB2': {'attendance_rate': Decimal('76.47059'), 'average_score': Decimal('1.6'), 'passed': False, 'number_of_credit': 3, 'learnt_times': 2, 'full_subject_code': 'MOB103'}, 'MOB3': {'attendance_rate': None, 'average_score': None, 'learnt_times': None, 'passed': False, 'full_subject_code': 'AND101'}, 'MOB4': {'attendance_rate': Decimal('91.17647'), 'average_score': Decimal('7.0'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 2, 'full_subject_code': 'MOB102'}, 'WEB3': {'attendance_rate': Decimal('25.00000'), 'average_score': Decimal('1.0'), 'passed': False, 'number_of_credit': 3, 'learnt_times': 2, 'full_subject_code': 'WEB302'}, 'ENT3': {'attendance_rate': Decimal('26.92308'), 'average_score': Decimal('8.2'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'ENT211'}}",TN2,2,70.78652,7.62,67.56757,4.98,58.19672,4.45
PH21684,"{'SKI': {'attendance_rate': Decimal('100.00000'), 'average_score': Decimal('8.1'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'SKI101'}, 'COM': {'attendance_rate': Decimal('100.00000'), 'average_score': Decimal('6.3'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'COM108'}, 'COM2': {'attendance_rate': Decimal('42.85714'), 'average_score': Decimal('8.1'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'COM107'}, 'ENT': {'attendance_rate': Decimal('30.76923'), 'average_score': Decimal('7.9'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'ENT111'}, 'MUL': {'attendance_rate': Decimal('100.00000'), 'average_score': Decimal('9.4'), 'learnt_times': 1, 'passed': True, 'number_of_credit': 3, 'full_subject_code': 'COM101'}}","{'NET': {'attendance_rate': Decimal('100.00000'), 'average_score': Decimal('7.0'), 'learnt_times': 1, 'passed': True, 'number_of_credit': 3, 'full_subject_code': 'MOB101'}, 'WEB': {'attendance_rate': Decimal('100.00000'), 'average_score': Decimal('8.6'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'WEB101'}, 'COM3': {'attendance_rate': Decimal('100.00000'), 'average_score': Decimal('7.2'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'COM201'}, 'WEB2': {'attendance_rate': Decimal('100.00000'), 'average_score': Decimal('6.4'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'WEB104'}, 'ENT2': {'attendance_rate': Decimal('34.61538'), 'average_score': Decimal('7.7'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'ENT121'}}","{'WEB3': {'attendance_rate': Decimal('94.11765'), 'average_score': Decimal('8.2'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'WEB202'}, 'WEB4': {'attendance_rate': Decimal('100.00000'), 'average_score': Decimal('5.5'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'WEB201'}, 'WEB5': {'attendance_rate': Decimal('100.00000'), 'average_score': Decimal('6.7'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'WEB205'}, 'WEB6': {'attendance_rate': Decimal('42.85714'), 'average_score': Decimal('5.8'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'WEB302'}, 'ENT3': {'attendance_rate': Decimal('26.92308'), 'average_score': Decimal('5.9'), 'passed': True, 'number_of_credit': 3, 'learnt_times': 1, 'full_subject_code': 'ENT211'}}",HDI,1,70.78652,7.96,81.91489,7.38,68.88889,6.42
