student_code,status,brand_code,code,curriculum_id,semester,campus_code,term_id,term_name
PH34273,HDI,LTMO02,LTMO01,249,1,ph,50,Fall 2022
PH34273,HDI,LTMO02,LTMO01,249,2,ph,51,Spring 2023
PH34273,HDI,LTMO02,LTMO01,249,3,ph,52,Summer 2023
PH34274,HDI,PTPM01,PTPM01,253,1,ph,50,Fall 2022
PH34274,HDI,PTPM01,PTPM01,253,2,ph,51,Spring 2023
PH34274,HDI,PTPM01,PTPM01,253,3,ph,52,Summer 2023
PH34274,TN,PTPM01,PTPM01,253,3,ph,55,Fall 2023
PH34275,HDI,LTWE01,LTWE02,252,1,ph,50,Fall 2022
PH34275,HDI,LTWE01,LTWE02,252,2,ph,51,Spring 2023
PH34275,HDI,LTWE01,LTWE02,252,3,ph,52,Summer 2023
PH34277,HDI,PTPM01,PTPM01,253,1,ph,50,Fall 2022
PH34277,HDI,PTPM01,PTPM01,253,2,ph,51,Spring 2023
PH34277,HDI,PTPM01,PTPM01,253,3,ph,52,Summer 2023
PH34283,HDI,PTPM01,PTPM01,253,1,ph,50,Fall 2022
PH34283,HDI,PTPM01,PTPM01,253,2,ph,51,Spring 2023
PH34283,HDI,PTPM01,PTPM01,253,3,ph,52,Summer 2023
PH34291,HDI,LTWE02,LTWE02,251,1,ph,50,Fall 2022
PH34291,HDI,LTWE02,LTWE02,251,2,ph,51,Spring 2023
PH34291,HDI,LTWE02,LTWE02,251,3,ph,52,Summer 2023
PH34291,THO,LTWE02,LTWE02,251,3,ph,55,Fall 2023
PH34292,HDI,LTMO02,LTMO01,249,1,ph,50,Fall 2022
PH34292,HDI,LTMO02,LTMO01,249,2,ph,51,Spring 2023
PH34292,HDI,LTMO02,LTMO01,249,3,ph,52,Summer 2023
PH34294,HDI,PTPM01,PTPM01,253,1,ph,50,Fall 2022
PH34294,HDI,PTPM01,PTPM01,253,2,ph,51,Spring 2023
PH34294,HDI,PTPM01,PTPM01,253,3,ph,52,Summer 2023
PH34298,HDI,PTPM02,PTPM01,254,1,ph,50,Fall 2022
PH34298,HDI,PTPM02,PTPM02,254,2,ph,51,Spring 2023
PH34298,HDI,PTPM02,PTPM02,254,3,ph,52,Summer 2023
PH34312,HDI,PTPM01,PTPM01,253,1,ph,50,Fall 2022
PH34312,HDI,PTPM01,PTPM01,253,2,ph,51,Spring 2023
PH34312,HDI,PTPM01,PTPM01,253,3,ph,52,Summer 2023
PH34314,HDI,LTWE02,LTWE02,251,1,ph,50,Fall 2022
PH34314,HDI,LTWE02,LTWE02,251,2,ph,51,Spring 2023
PH34314,HDI,LTWE02,LTWE02,251,3,ph,52,Summer 2023
PH34314,THO,LTWE02,LTWE02,251,3,ph,55,Fall 2023
PH34320,HDI,PTPM01,PTPM01,253,1,ph,50,Fall 2022
PH34320,HDI,PTPM01,PTPM01,253,2,ph,51,Spring 2023
PH34320,HDI,PTPM01,PTPM01,253,3,ph,52,Summer 2023
PH34321,HDI,LTWE01,LTWE02,252,1,ph,50,Fall 2022
PH34321,HDI,LTWE01,LTWE02,252,2,ph,51,Spring 2023
PH34321,HDI,LTWE01,LTWE02,252,3,ph,52,Summer 2023
PH34326,HDI,LTWE02,LTWE02,251,1,ph,50,Fall 2022
PH34326,HDI,LTWE02,LTWE02,251,2,ph,51,Spring 2023
PH34326,HDI,LTWE02,LTWE02,251,3,ph,52,Summer 2023
PH34328,HDI,LTWE01,LTWE02,252,1,ph,50,Fall 2022
PH34328,HDI,LTWE01,LTWE02,252,2,ph,51,Spring 2023
PH34328,HDI,LTWE01,LTWE02,252,3,ph,52,Summer 2023
PH34330,HDI,LTWE02,LTWE02,251,1,ph,50,Fall 2022
PH34330,HDI,LTWE02,LTWE02,251,2,ph,51,Spring 2023
PH34330,HDI,LTWE02,LTWE02,251,3,ph,52,Summer 2023
PH34331,HDI,PTPM01,PTPM01,253,1,ph,50,Fall 2022
PH34331,HDI,PTPM01,PTPM01,253,2,ph,51,Spring 2023
PH34331,HDI,PTPM01,PTPM01,253,3,ph,52,Summer 2023
PH34332,HDI,PTPM01,PTPM01,253,1,ph,50,Fall 2022
PH34332,HDI,PTPM01,PTPM01,253,2,ph,51,Spring 2023
PH34332,HDI,PTPM01,PTPM01,253,3,ph,52,Summer 2023
PH34333,HDI,LTWE02,LTWE02,251,1,ph,50,Fall 2022
PH34333,HDI,LTWE02,LTWE02,251,2,ph,51,Spring 2023
PH34333,HDI,LTWE02,LTWE02,251,3,ph,52,Summer 2023
PH34342,HDI,UDPM01,UDPM01,255,1,ph,50,Fall 2022
PH34342,HDI,UDPM01,UDPM01,255,2,ph,51,Spring 2023
PH34342,HDI,UDPM01,UDPM01,255,3,ph,52,Summer 2023
PH34343,HDI,PTPM01,PTPM01,253,1,ph,50,Fall 2022
PH34343,HDI,PTPM01,PTPM01,253,2,ph,51,Spring 2023
PH34343,HDI,PTPM01,PTPM01,253,3,ph,52,Summer 2023
PH34346,HDI,LTWE01,LTWE02,252,1,ph,50,Fall 2022
PH34346,HDI,LTWE01,LTWE02,252,2,ph,51,Spring 2023
PH34346,TN,LTWE01,LTWE02,252,2,ph,52,Summer 2023
PH34346,HDI,LTWE01,LTWE02,252,3,ph,55,Fall 2023
PH34350,HDI,LTWE02,LTWE02,251,1,ph,50,Fall 2022
PH34350,HDI,LTWE02,LTWE02,251,2,ph,51,Spring 2023
PH34350,HDI,LTWE02,LTWE02,251,3,ph,52,Summer 2023
PH34354,HDI,PTPM01,PTPM01,253,1,ph,50,Fall 2022
PH34354,HDI,PTPM01,PTPM01,253,2,ph,51,Spring 2023
PH34354,HDI,PTPM01,PTPM01,253,3,ph,52,Summer 2023
PH34362,HDI,LTWE02,LTWE02,251,1,ph,50,Fall 2022
PH34362,HDI,LTWE02,LTWE02,251,2,ph,51,Spring 2023
PH34362,HDI,LTWE02,LTWE02,251,3,ph,52,Summer 2023
PH34363,HDI,LTMO01,LTMO01,250,1,ph,50,Fall 2022
PH34363,HDI,LTMO01,LTMO01,250,2,ph,51,Spring 2023
PH34363,HDI,LTMO01,LTMO01,250,3,ph,52,Summer 2023
PH34363,THO,LTMO01,LTMO01,250,3,ph,55,Fall 2023
PH34373,HDI,LTWE01,LTWE02,252,1,ph,50,Fall 2022
PH34373,HDI,LTWE01,LTWE02,252,2,ph,51,Spring 2023
PH34373,HDI,LTWE01,LTWE02,252,3,ph,52,Summer 2023
PH34374,HDI,LTMO01,LTMO01,250,1,ph,50,Fall 2022
PH34374,HDI,LTMO01,LTMO01,250,2,ph,51,Spring 2023
PH34374,HDI,LTMO01,LTMO01,250,3,ph,52,Summer 2023
PH34376,HDI,PTPM01,UDPM01,253,1,ph,50,Fall 2022
PH34376,HDI,PTPM01,PTPM01,253,2,ph,51,Spring 2023
PH34376,HDI,PTPM01,PTPM01,253,3,ph,52,Summer 2023
PH34381,HDI,LTWE01,LTWE02,252,1,ph,50,Fall 2022
PH34381,HDI,LTWE01,LTWE02,252,2,ph,51,Spring 2023
PH34381,HDI,LTWE01,LTWE02,252,3,ph,52,Summer 2023
PH34383,HDI,LTWE02,LTWE02,251,1,ph,50,Fall 2022
PH34383,HDI,LTWE02,LTWE02,251,2,ph,51,Spring 2023
PH34383,HDI,LTWE02,LTWE02,251,3,ph,52,Summer 2023
PH34385,HDI,LTWE02,LTWE02,251,1,ph,50,Fall 2022
PH34385,HDI,LTWE02,LTWE02,251,2,ph,51,Spring 2023
PH34385,HDI,LTWE02,LTWE02,251,3,ph,52,Summer 2023
PH34389,HDI,LTMO02,LTMO01,249,1,ph,50,Fall 2022
PH34389,HDI,LTMO02,LTMO01,249,2,ph,51,Spring 2023
PH34389,HDI,LTMO02,LTMO01,249,3,ph,52,Summer 2023
PH34394,HDI,PTPM01,PTPM01,253,1,ph,50,Fall 2022
PH34394,HDI,PTPM01,PTPM01,253,2,ph,51,Spring 2023
PH34394,HDI,PTPM01,PTPM01,253,3,ph,52,Summer 2023
PH34395,HDI,LTWE01,LTWE02,252,1,ph,50,Fall 2022
PH34395,HDI,LTWE01,LTWE02,252,2,ph,51,Spring 2023
PH34395,HDI,LTWE01,LTWE02,252,3,ph,52,Summer 2023
PH34396,HDI,LTWE02,LTWE02,251,1,ph,50,Fall 2022
PH34396,HDI,LTWE02,LTWE02,251,2,ph,51,Spring 2023
PH34396,HDI,LTWE02,LTWE02,251,3,ph,52,Summer 2023
