student_code,status,brand_code,code,curriculum_id,semester,campus_code,term_id,term_name
PH27965,HDI,MOB_MOBILE,MOB_MOBILE,210,1,ph,47,Fall 2021
PH27965,HDI,MOB_MOBILE,MOB_MOBILE,210,2,ph,48,Spring 2022
PH27965,HDI,MOB_MOBILE,MOB_MOBILE,210,3,ph,49,Summer 2022
PH27965,TN1,MOB_MOBILE,MOB_MOBILE,210,3,ph,50,Fall 2022
PH27965,HL,MOB_MOBILE,MOB_MOBILE,210,3,ph,51,Spring 2023
PH27966,HDI,MOB_MOBILE,MOB_MOBILE,210,1,ph,47,Fall 2021
PH27966,HDI,MOB_MOBILE,MOB_MOBILE,210,2,ph,48,Spring 2022
PH27966,HDI,MOB_MOBILE,MOB_MOBILE,210,3,ph,49,Summer 2022
PH27966,THO,MOB_MOBILE,MOB_MOBILE,210,3,ph,50,Fall 2022
PH27969,HDI,WEB_BACK,WEB,213,1,ph,47,Fall 2021
PH27969,HDI,WEB_BACK,WEB,213,2,ph,48,Spring 2022
PH27969,HDI,WEB_BACK,WEB,213,3,ph,49,Summer 2022
PH27969,THO,WEB_BACK,WEB_BACK,213,3,ph,50,Fall 2022
PH27970,HDI,MOB_MOBILE,MOB_MOBILE,210,1,ph,47,Fall 2021
PH27970,HDI,MOB_MOBILE,MOB_MOBILE,210,2,ph,48,Spring 2022
PH27970,HDI,MOB_MOBILE,MOB_MOBILE,210,3,ph,49,Summer 2022
PH27977,HDI,UD_JAVA,UD,209,1,ph,47,Fall 2021
PH27977,HDI,UD_JAVA,UD,209,2,ph,48,Spring 2022
PH27977,HDI,UD_JAVA,UD_JAVA,209,3,ph,49,Summer 2022
PH27980,HDI,WEB_BACK,WEB,213,1,ph,47,Fall 2021
PH27980,HDI,WEB_BACK,WEB,213,2,ph,48,Spring 2022
PH27980,HDI,WEB_BACK,WEB,213,3,ph,49,Summer 2022
PH27980,THO,WEB_BACK,WEB_BACK,213,3,ph,50,Fall 2022
PH27983,HDI,UD_JAVA,UD,209,1,ph,47,Fall 2021
PH27983,HDI,UD_JAVA,UD,209,2,ph,48,Spring 2022
PH27983,HDI,UD_JAVA,UD_JAVA,209,3,ph,49,Summer 2022
PH27984,HDI,UD_NET,UD,220,1,ph,47,Fall 2021
PH27984,HDI,UD_NET,UD,220,2,ph,48,Spring 2022
PH27984,HDI,UD_NET,UD,220,3,ph,49,Summer 2022
PH27985,HDI,WEB_BACK,WEB,213,1,ph,47,Fall 2021
PH27985,HDI,WEB_BACK,WEB,213,2,ph,48,Spring 2022
PH27985,HDI,WEB_BACK,WEB,213,3,ph,49,Summer 2022
PH27988,HDI,UD_NET,UD,220,1,ph,47,Fall 2021
PH27988,HDI,UD_NET,UD,220,2,ph,48,Spring 2022
PH27988,HDI,UD_NET,UD,220,3,ph,49,Summer 2022
PH27992,HDI,WEB_FRONT,WEB,219,1,ph,47,Fall 2021
PH27992,HDI,WEB_FRONT,WEB,219,2,ph,48,Spring 2022
PH27992,HDI,WEB_FRONT,WEB,219,3,ph,49,Summer 2022
PH27995,HDI,UD_JAVA,UD,209,1,ph,47,Fall 2021
PH27995,HDI,UD_JAVA,UD,209,2,ph,48,Spring 2022
PH27995,HDI,UD_JAVA,UD_JAVA,209,3,ph,49,Summer 2022
PH28001,HDI,UD_JAVA,UD,209,1,ph,47,Fall 2021
PH28001,HDI,UD_JAVA,UD,209,2,ph,48,Spring 2022
PH28001,HDI,UD_JAVA,UD_JAVA,209,3,ph,49,Summer 2022
PH28004,HDI,WEB_BACK,WEB,213,1,ph,47,Fall 2021
PH28004,HDI,WEB_BACK,WEB,213,2,ph,48,Spring 2022
PH28004,HDI,WEB_BACK,WEB,213,3,ph,49,Summer 2022
PH28010,HDI,WEB_FRONT,WEB,219,1,ph,47,Fall 2021
PH28010,HDI,WEB_FRONT,WEB,219,2,ph,48,Spring 2022
PH28010,HDI,WEB_FRONT,WEB,219,3,ph,49,Summer 2022
PH28012,HDI,UD_JAVA,UD,209,1,ph,47,Fall 2021
PH28012,HDI,UD_JAVA,UD,209,2,ph,48,Spring 2022
PH28012,HDI,UD_JAVA,UD_JAVA,209,3,ph,49,Summer 2022
PH28014,HDI,MOB_MOBILE,MOB_MOBILE,210,1,ph,47,Fall 2021
PH28014,HDI,MOB_MOBILE,MOB_MOBILE,210,2,ph,48,Spring 2022
PH28014,HDI,MOB_MOBILE,MOB_MOBILE,210,3,ph,49,Summer 2022
PH28015,HDI,MOB_MOBILE,MOB_MOBILE,210,1,ph,47,Fall 2021
PH28015,HDI,MOB_MOBILE,MOB_MOBILE,210,2,ph,48,Spring 2022
PH28015,HDI,MOB_MOBILE,MOB_MOBILE,210,3,ph,49,Summer 2022
PH28015,THO,MOB_MOBILE,MOB_MOBILE,210,3,ph,50,Fall 2022
PH28016,HDI,UD_JAVA,UD,209,1,ph,47,Fall 2021
PH28016,HDI,UD_JAVA,UD,209,2,ph,48,Spring 2022
PH28016,HDI,UD_JAVA,UD_JAVA,209,3,ph,49,Summer 2022
PH28016,THO,UD_JAVA,UD_JAVA,209,3,ph,50,Fall 2022
PH28020,HDI,WEB_FRONT,WEB,219,1,ph,47,Fall 2021
PH28020,HDI,WEB_FRONT,WEB,219,2,ph,48,Spring 2022
PH28020,HDI,WEB_FRONT,WEB,219,3,ph,49,Summer 2022
PH28022,HDI,UD_JAVA,UD,209,1,ph,47,Fall 2021
PH28022,HDI,UD_JAVA,UD,209,2,ph,48,Spring 2022
PH28022,HDI,UD_JAVA,UD_JAVA,209,3,ph,49,Summer 2022
PH28022,THO,UD_JAVA,UD_JAVA,209,3,ph,50,Fall 2022
PH28023,HDI,UD_NET,UD,220,1,ph,47,Fall 2021
PH28023,HDI,UD_NET,UD,220,2,ph,48,Spring 2022
PH28023,HDI,UD_NET,UD,220,3,ph,49,Summer 2022
PH28033,HDI,UD_JAVA,UD,209,1,ph,47,Fall 2021
PH28033,HDI,UD_JAVA,UD,209,2,ph,48,Spring 2022
PH28033,TN2,UD_JAVA,UD_JAVA,209,2,ph,49,Summer 2022
PH28033,HDI,UD_JAVA,UD_JAVA,209,3,ph,50,Fall 2022
PH28042,HDI,UD_JAVA,UD,209,1,ph,47,Fall 2021
PH28042,HDI,UD_JAVA,UD,209,2,ph,48,Spring 2022
PH28042,HDI,UD_JAVA,UD_JAVA,209,3,ph,49,Summer 2022
PH28047,HDI,WEB_BACK,WEB,213,1,ph,47,Fall 2021
PH28047,HDI,WEB_BACK,WEB,213,2,ph,48,Spring 2022
PH28047,HDI,WEB_BACK,WEB,213,3,ph,49,Summer 2022
PH28049,HDI,UD_JAVA,UD,209,1,ph,47,Fall 2021
PH28049,HDI,UD_JAVA,UD,209,2,ph,48,Spring 2022
PH28049,HDI,UD_JAVA,UD_JAVA,209,3,ph,49,Summer 2022
PH28049,THO,UD_JAVA,UD_JAVA,209,3,ph,50,Fall 2022
PH28051,HDI,UD_NET,UD,220,1,ph,47,Fall 2021
PH28051,HDI,UD_NET,UD,220,2,ph,48,Spring 2022
PH28051,HDI,UD_NET,UD,220,3,ph,49,Summer 2022
PH28051,THO,UD_NET,UD_NET,220,3,ph,50,Fall 2022
PH28057,HDI,WEB_BACK,WEB,213,1,ph,47,Fall 2021
PH28057,HDI,WEB_BACK,WEB,213,2,ph,48,Spring 2022
PH28057,HDI,WEB_BACK,WEB,213,3,ph,49,Summer 2022
PH28057,THO,WEB_BACK,WEB_BACK,213,3,ph,50,Fall 2022
PH28060,HDI,UD_JAVA,UD,209,1,ph,47,Fall 2021
PH28060,HDI,UD_JAVA,UD,209,2,ph,48,Spring 2022
PH28060,HDI,UD_JAVA,UD_JAVA,209,3,ph,49,Summer 2022
PH28061,HDI,WEB_BACK,WEB,213,1,ph,47,Fall 2021
PH28061,HDI,WEB_BACK,WEB,213,2,ph,48,Spring 2022
PH28061,HDI,WEB_BACK,WEB,213,3,ph,49,Summer 2022
PH28063,HDI,WEB_FRONT,WEB,219,1,ph,47,Fall 2021
PH28063,HDI,WEB_FRONT,WEB,219,2,ph,48,Spring 2022
PH28063,HDI,WEB_FRONT,WEB,219,3,ph,49,Summer 2022
PH28064,HDI,WEB_FRONT,WEB,219,1,ph,47,Fall 2021
PH28064,HDI,WEB_FRONT,WEB,219,2,ph,48,Spring 2022
PH28064,HDI,WEB_FRONT,WEB,219,3,ph,49,Summer 2022
PH28073,HDI,WEB_FRONT,WEB,219,1,ph,47,Fall 2021
PH28073,HDI,WEB_FRONT,WEB,219,2,ph,48,Spring 2022
PH28073,HDI,WEB_FRONT,WEB,219,3,ph,49,Summer 2022
PH28074,HDI,WEB_BACK,WEB,213,1,ph,47,Fall 2021
PH28074,HDI,WEB_BACK,WEB,213,2,ph,48,Spring 2022
PH28074,HDI,WEB_BACK,WEB,213,3,ph,49,Summer 2022
PH28076,HDI,UD_NET,UD,220,1,ph,47,Fall 2021
PH28076,HDI,UD_NET,UD,220,2,ph,48,Spring 2022
PH28076,HDI,UD_NET,UD,220,3,ph,49,Summer 2022
PH28076,THO,UD_NET,UD_NET,220,3,ph,50,Fall 2022
PH28077,HDI,MOB_MOBILE,MOB_MOBILE,210,1,ph,47,Fall 2021
PH28077,HDI,MOB_MOBILE,MOB_MOBILE,210,2,ph,48,Spring 2022
PH28077,HDI,MOB_MOBILE,MOB_MOBILE,210,3,ph,49,Summer 2022
PH28079,HDI,WEB_FRONT,WEB,219,1,ph,47,Fall 2021
PH28079,HDI,WEB_FRONT,WEB,219,2,ph,48,Spring 2022
PH28079,HDI,WEB_FRONT,WEB,219,3,ph,49,Summer 2022
PH28082,HDI,WEB_BACK,WEB,213,1,ph,47,Fall 2021
PH28082,HDI,WEB_BACK,WEB,213,2,ph,48,Spring 2022
PH28082,HDI,WEB_BACK,WEB,213,3,ph,49,Summer 2022
